vacant,[ˈveɪkənt],"(1)adj. being without content or occupant 空的
(2)adj. devoid of thought, reflection, or expression ⼼心不不在焉的",
valediction,[ˌvælɪˈdɪkʃn],n. an act of bidding farewell 告别,
valorize,['væləraɪz],v. to assign value or merit to 称赞,exalt
verisimilitude,[ˌverɪsɪˈmɪlɪtju:d],n. the quality of seeming real 逼真,realism
versatile,[ˈvɜ:sətaɪl],"(1)adj. able to do many different things 多才多艺的
(2)adj. having many different uses 多功能的","protean, fickle, volatile, flighty, erratic, capricious"
vitriolic,"[,vɪtrɪ'ɑlɪk]",adj. bitterly scathing 尖酸刻薄的,"acerbic, opprobrium"
vivacious,[vɪˈveɪʃəs],adj. happy and lively in a way that is attractive 活泼的,
volatile,[ˈvɒlətaɪl],adj. likely to change in a very sudden or extreme way 善变的,"fickle, versatile, flighty, erratic, capricious"
voluble,['vɑljəbl],adj. talking a lot in an energetic and rapid way 健谈的,
voracious,[vəˈreɪʃəs],"(1)adj. having a huge appetite 贪吃的
(2)adj. excessively eager 贪得⽆无厌的","prodigious, insatiable"
wane,[weɪn],"(1)v. to become smaller or less 衰落，减少
(2)n. a time of phase of gradual decrease 衰落期","ebb, decline"
wide-ranging,[ˈwaɪdˈreɪndʒɪŋ],adj. dealing with or affecting a great variety of different things ⼴广泛的,
wield,[wi:ld],"v. to have and use (power, influence, etc.) ⾏行行使，施加",exert
wistful,[ˈwɪstfl],adj. having or showing sad thoughts and feelings about something that you want to have or do and especially about something that made you happy in the past 伤感的，依依不不舍的,
wondrous,['wʌndrəs],adj. causing wonder 奇妙的,amazing
woo,[wu],v. to seek to gain or bring about 恳求，争取,
yield,[ji:ld],"(1)v. to produce or provide 产⽣生
(2)v. to surrender or submit to another 屈服","succumb, engender, output"
zealot,[ˈzelət],n. a person who has very strong feelings about something and who wants other people to have those feelings 狂热者,"extremist, ideologue"
